fid,id,Ordnung,vertex_index,vertex_part,vertex_part_index,distance,angle,xcoord,ycoord
144,44,2,6,0,6,71.63176170607318,45.04962817233796,401800.218801973,5531884.05489919
144,44,2,7,0,7,86.64824386845773,40.66081969084927,401809.911338633,5531895.52440091
144,44,2,8,0,8,95.65477919661228,41.30897192744907,401815.834555481,5531902.30917657
144,44,2,9,0,9,105.00083726467454,41.25986869104293,401822.027009459,5531909.30934193
144,44,2,10,0,10,119.27558573046456,40.62981366739211,401831.396461564,5531920.07882711
144,44,2,11,0,11,124.77751745243005,44.46387214717057,401834.950391673,5531924.27892633
144,44,2,12,0,12,131.87435487719404,49.76400725682378,401840.281286837,5531928.96365239
144,44,2,13,0,13,140.48607186605307,51.00734671423120,401846.958367647,5531934.4022424
144,44,2,14,0,14,155.34581516483399,50.33133545397934,401858.535564214,5531943.71784708
144,44,2,15,0,15,167.03281562433463,50.78967758839060,401867.420389486,5531951.31033413
144,44,2,16,0,16,175.97294792264242,51.04424657660600,401874.474402278,5531956.80277157
144,44,2,17,0,17,191.71998294352153,50.26531317401806,401886.536225678,5531966.92608764
144,44,2,18,0,18,206.71569347254876,50.67792663174856,401898.113422245,5531976.45708202
144,44,2,19,0,19,218.73344493298509,51.29257286154344,401907.429026925,5531984.04956907
144,44,2,20,0,20,225.52014344528564,51.76617482283380,401912.759922088,5531988.24966829
145,23,1,0,0,0,0.00000000000000,28.81079374107102,401769.687311491,5531793.48352884
145,23,1,1,0,1,7.37454210029360,29.76660234760255,401773.2412416,5531799.94521995
145,23,1,2,0,2,18.33629632756817,30.47762509282021,401778.841373893,5531809.36851948
145,23,1,3,0,3,27.74727982761303,30.51514023612042,401783.579947372,5531817.49948079
145,23,1,4,0,4,40.47282907321984,28.95065415703972,401790.095485905,5531828.43050824
145,23,1,5,0,5,48.15510377139634,28.53126880099690,401793.595568588,5531835.26913133
145,23,1,6,0,6,57.10496065410746,29.82292608307205,401798.064904937,5531843.02316066
145,23,1,7,0,7,63.73716253805426,30.70005881999104,401801.349597916,5531848.78483523
145,23,1,8,0,8,77.15641211860628,30.32647434803237,401808.403610708,5531860.20048952
145,23,1,9,0,9,87.61668173764716,27.92828365589400,401813.465268742,5531869.35455192
145,23,1,10,0,10,91.54200765931304,15.71527153784992,401815.242233796,5531872.85463461
145,23,1,11,0,11,97.69971450260677,1.60601789243944,401815.726860629,5531878.99324116
145,23,1,12,0,12,107.17930875396056,357.08461154523434,401815.511470926,5531888.47038811
145,23,1,13,0,13,112.63493266438356,347.42382218917152,401815.080691519,5531893.90897813
145,23,1,14,0,14,117.98564383610525,339.37646861526343,401813.196031613,5531898.91678874
146,24,1,0,0,0,0.00000000000000,18.03114813569252,401757.948572647,5531966.38761338
146,24,1,1,0,1,21.74536141374282,19.53432958015278,401764.679500883,5531987.06502492
146,24,1,2,0,2,32.99547924741953,21.98868335654910,401768.718057825,5531997.56527297
146,24,1,3,0,3,47.08715615779294,22.83793028473050,401774.210495266,5532010.54250261
146,24,1,4,0,4,59.34782601183224,20.63784953543199,401778.949068745,5532021.85046205
146,24,1,5,0,5,77.97654514991946,19.94912328338131,401784.872285593,5532039.51241774
146,24,1,6,0,6,88.32604281960334,22.65122544874252,401788.641605406,5532049.15110698
146,24,1,7,0,7,105.17650189622545,25.09487822894134,401795.480228494,5532064.55147078
146,24,1,8,0,8,113.82182309047556,26.24585793727209,401799.303395732,5532072.30550011
147,25,7,0,0,0,0.00000000000000,7.35237936004732,401654.884599489,5532013.77334817
147,25,7,1,0,1,15.14798053981772,6.46550780757503,401656.823106821,5532028.79677999
147,25,7,2,0,2,26.78027093443461,8.95168184478076,401657.953902764,5532040.37397656
147,25,7,3,0,3,33.33927644189385,11.22469954477517,401659.353935838,5532046.78182024
147,25,7,4,0,4,42.52874631791542,17.26432167190115,401660.969358614,5532055.82818779
147,25,7,5,0,5,48.91483309287974,32.79494842918333,401663.607882483,5532061.64370979
147,25,7,6,0,6,54.63889298120792,53.71821533692786,401667.377202296,5532065.95150386
147,25,7,7,0,7,59.05109730314786,72.99456539435845,401671.415759237,5532067.72846891
147,25,7,8,0,8,65.39893005851162,84.21833630648072,401677.662060641,5532068.85926486
147,25,7,9,0,9,74.87852430986148,88.40146125457559,401687.139207598,5532069.07465456
147,25,7,10,0,10,89.53303968262318,88.44622354585933,401701.785707441,5532069.55928139
147,25,7,11,0,11,99.71248217727359,88.63080540782218,401711.962870935,5532069.7746711
147,25,7,12,0,12,125.99934834987315,88.98863356869148,401738.24041477,5532070.47468763
147,25,7,13,0,13,144.63125802331143,88.00918289222750,401756.871624129,5532070.63622991
147,25,7,14,0,14,161.46277818996106,87.62977033933376,401773.672021007,5532071.65933101
147,25,7,15,0,15,181.12180894411267,88.54445829528854,401793.326331458,5532072.09011041
147,25,7,16,0,16,190.44130352131771,88.65144339421273,401802.641936137,5532072.35934754
147,25,7,17,0,17,214.13808676687495,88.95837332481130,401826.33480353,5532072.79012695
148,26,1,0,0,0,0.00000000000000,6.20982614711230,401635.984153,5531879.04708859
148,26,1,1,0,1,10.45389216624090,6.92621289835962,401637.114948944,5531889.43964179
148,26,1,2,0,2,27.45919571805037,8.30761313216036,401639.376540831,5531906.29388609
148,26,1,3,0,3,38.85273081378875,8.16250298699516,401641.153505886,5531917.5479981
148,26,1,4,0,4,50.63449345699648,8.02628507934829,401642.661233811,5531929.23288952
148,26,1,5,0,5,65.94175492543468,8.50182676532065,401644.976673124,5531944.36401619
148,26,1,6,0,6,76.00906367987318,6.62945583568090,401646.430553623,5531954.32578999
148,26,1,7,0,7,85.35961918356824,7.82227680557695,401647.238265012,5531963.64139466
148,26,1,8,0,8,99.00439115525339,8.34224573751311,401649.769094029,5531977.04940371
148,26,1,9,0,9,110.86183398256698,7.35807318658863,401651.007584824,5531988.84198998
148,26,1,10,0,10,129.32961709155586,8.72075956916439,401653.807650971,5532007.09626736
149,39,3,0,0,0,0.00000000000000,12.49342902933032,402095.087306159,5531601.84054009
149,39,3,1,0,1,18.91762076966546,12.41625815396020,402099.179710527,5531620.31020718
149,39,3,2,0,2,31.26466057410532,12.85300898761054,402101.818234396,5531632.37203057
149,39,3,3,0,3,48.03474092172116,13.75636309580005,402105.69524906,5531648.68780062
149,39,3,4,0,4,54.86509109389574,14.86181063436669,402107.364519263,5531655.311034
